_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11121,15 Earl Haig Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.320765, 43.680999)}",20,Weekdays from 7 AM - 9 PM,991,Currie Ave WB ,30,2019-11-27T15:00:00,36,19.0
11122,17 Chapman Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.301361, 43.700265)}",5,Weekdays from 7 AM - 9 PM,2114,Chapman Ave EB ,40,2020-03-12T12:00:00,46,19.0
11123,804 Kingston Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.293038, 43.680129)}",5,Weekdays from 7 AM - 9 PM,2121,Kingston Rd WB ,40,2020-03-30T09:00:00,46,19.0
11124,50 Swanwick Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.298642, 43.682461)}",20,Weekdays from 7 AM - 9 PM,2231,Swanwick Ave WB ,30,2020-07-12T00:00:00,36,19.0
11125,"1, Promenade Circle",,,31,"{'type': 'Point', 'coordinates': (-79.453499480564, 43.805367636395)}",20,Weekdays from 7 AM - 9 PM,2829,D - ,30,2022-01-28T00:00:00,36,
11126,CLIFFWOOD RD 157M W/OF HOLLYBERRY TRL,WB,,41,"{'type': 'Point', 'coordinates': (-79.354888559471, 43.807785196892)}",5,Weekdays from 7 AM - 9 PM,2864,CLIFFWOOD RD WB ,40,2022-03-01T10:00:00,46,17.0
11127,Promenade Circle,,,41,"{'type': 'Point', 'coordinates': (-79.450123988726, 43.806108638043)}",30,Weekdays from 8 AM - 5 PM,2839,,40,2022-02-06T00:00:00,46,
11128,"Bloor St, 120m e/o Dundas",WB,2022-07-08T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.450871, 43.656708)}",5,Weekdays from 7 AM - 9 PM,2655,BLOOR ST W WB ,40,2021-03-24T13:00:00,46,4.0
11129,388 Spring Garden Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.389994, 43.768803)}",5,Weekdays from 7 AM - 9 PM,2593,Spring Garden Ave WB ,40,2021-01-20T10:00:00,46,18.0
11130,"1, Promenade Circle",,2023-01-09T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.450572353339, 43.808204634362)}",20,Weekdays from 7 AM - 9 PM,61879,D - ,30,2022-12-22T00:00:00,36,
11131,1696 Gerrard Street East,EB,,41,"{'type': 'Point', 'coordinates': (-79.316512, 43.676506)}",5,Weekdays from 7 AM - 9 PM,865,Gerrard St E EB ,40,2019-11-28T12:00:00,46,19.0
11132,40 Windover Drive,WB,2020-05-01T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.20961200000002, 43.761801)}",30,Weekdays from 7 AM - 9 PM,206,Windover Dr WB ,40,2018-02-05T15:00:00,46,24.0
11133,825 Coxwell Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.32593900000002, 43.689504)}",5,Weekdays from 7 AM - 9 PM,868,Coxwell Ave NB ,40,2019-12-02T14:00:00,46,19.0
11134,50 Chapman Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.298442, 43.701058)}",20,Weekdays from 7 AM - 9 PM,2074,Chapman Ave WB ,30,2020-03-12T12:00:00,36,19.0
11135,101 Barrington Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2100,Palmer St. NB ,30,2020-03-20T11:00:00,36,19.0
11136,19 Palmer Street,SB,,31,"{'type': 'Point', 'coordinates': (-79.300068, 43.691613)}",20,Weekdays from 7 AM - 9 PM,2103,Palmer St. SB ,30,2020-03-20T12:00:00,36,19.0
11137,101 Barrington Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2108,Palmer St. SB ,30,2020-03-23T00:00:00,36,19.0
11138,91 Main Street,NB,,41,"{'type': 'Point', 'coordinates': (-79.299147, 43.681859)}",30,Weekdays from 7 AM - 9 PM,2232,Main St NB ,40,2020-07-12T00:00:00,46,19.0
11139,Rivis Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.304728, 43.716877)}",5,Weekdays from 7 AM - 9 PM,2616,O'Connor Dr NB ,40,2021-02-03T13:00:00,46,19.0
11140,42 Jondan Crescent,SB,,41,"{'type': 'Point', 'coordinates': (-79.304744, 43.718037)}",5,Weekdays from 7 AM - 9 PM,2617,O'CONNOR DR SB ,40,2021-02-08T08:00:00,46,19.0
11141,46 Seminole Avenue,WB,2023-02-15T15:00:00,31,"{'type': 'Point', 'coordinates': (-79.248059, 43.746458)}",20,Weekdays from 7 AM - 9 PM,688,Seminole Ave WB ,30,2019-03-20T07:00:00,36,21.0
11142, Holmfirth Terrace,EB,2020-05-01T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.220006, 43.759579)}",30,Weekdays from 7 AM - 9 PM,568,Holmfirth Ter EB ,40,2017-07-11T10:00:00,46,24.0
11143,Burncrest Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.305597, 43.676038)}",5,Weekdays from 7 AM - 9 PM,2641,KINGSTON RD WB ,40,2021-02-22T15:00:00,46,19.0
11144,76 Thurodale Avenue,WB,2022-01-10T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.499132, 43.702297)}",5,Weekdays from 7 AM - 9 PM,2344,Thurodale Ave WB ,40,2020-09-21T11:00:00,46,5.0
11145,752 Danforth Road,WB,,51,"{'type': 'Point', 'coordinates': (-79.257321, 43.720837)}",30,Weekdays from 7 AM - 9 PM,67,Danforth Rd WB ,50,2019-03-11T07:00:00,56,20.0
11146,343 Kingston Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.306543, 43.675099)}",5,Weekdays from 7 AM - 9 PM,2194,Kingston Rd EB ,40,2020-05-12T14:00:00,46,19.0
11147,OPP 73 THURODALE AVE,WB,2022-07-08T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.499219, 43.702257)}",5,Weekdays from 7 AM - 9 PM,2788,THURODALE AVE WB ,40,2022-01-10T00:00:00,46,5.0
11148,27 Pharmacy Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.283773, 43.69337)}",30,Weekdays from 7 AM - 9 PM,76,Pharmacy Ave NB ,50,2018-11-21T15:00:00,56,20.0
11149,93 Byng Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.280483, 43.694157)}",30,Weekdays from 7 AM - 9 PM,78,Byng Ave NB ,40,2018-01-22T08:00:00,46,20.0
11150,18 Thatcher Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.239512, 43.715877)}",30,Weekdays from 7 AM - 9 PM,199,Brimley Rd S NB ,50,2019-04-03T09:00:00,56,20.0
11151,76 Shoredale Drive,SB,2020-05-15T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.211793, 43.761443)}",30,Weekdays from 7 AM - 9 PM,998,Shoredale Dr SB ,40,2018-01-23T10:00:00,46,24.0
11152,486 Midland Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.250094, 43.715461)}",30,Weekdays from 7 AM - 9 PM,263,Midland Ave NB ,50,2019-03-11T08:00:00,56,20.0
11153,23 MacDuff Crescent,EB,,31,"{'type': 'Point', 'coordinates': (-79.241459, 43.725655)}",20,Weekdays from 7 AM - 9 PM,334,MacDuff Cres EB ,30,2019-03-11T08:00:00,36,20.0
11154,43 MacDuff Crescent,WB,,31,"{'type': 'Point', 'coordinates': (-79.239719, 43.726204)}",20,Weekdays from 7 AM - 9 PM,343,MacDuff Cres WB ,30,2019-03-11T07:00:00,36,20.0
11155,459 Midland Avenue,NB,,51,"{'type': 'Point', 'coordinates': (-79.249106, 43.713576)}",30,Weekdays from 7 AM - 9 PM,387,Midland Ave NB ,50,2019-03-11T08:00:00,56,20.0
11156,691 Danforth Road,EB,,51,"{'type': 'Point', 'coordinates': (-79.259044, 43.71822600000001)}",30,Weekdays from 7 AM - 9 PM,400,Danforth Rd EB ,50,2019-03-11T08:00:00,56,20.0
11157,64 Newport Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.280947, 43.696054)}",20,Weekdays from 7 AM - 9 PM,415,Newport Ave WB ,30,2018-01-22T08:00:00,36,20.0
11158,48 Oakridge Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.240917, 43.728565)}",20,Weekdays from 7 AM - 9 PM,429,Oakridge Dr EB ,30,2019-03-11T07:00:00,36,20.0
11159,30 Oakridge Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.241827, 43.727606)}",20,Weekdays from 7 AM - 9 PM,477,Oakridge Dr WB ,30,2019-03-11T07:00:00,36,20.0
11160,70 Pharmacy Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.284522, 43.694707)}",30,Weekdays from 7 AM - 9 PM,621,Pharmacy Ave SB ,50,2018-11-21T15:00:00,56,20.0
11161,72 Larwood Boulevard,WB,,41,"{'type': 'Point', 'coordinates': (-79.238002, 43.715558)}",30,Weekdays from 7 AM - 9 PM,650,Berkdene Hills WB ,40,2019-04-03T09:00:00,46,20.0
11162,781 Victoria Park Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.290029, 43.695748)}",5,Weekdays from 7 AM - 9 PM,862,Victoria Park Ave NB ,40,2019-12-05T12:00:00,46,20.0
11163,34 East Haven Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.251007, 43.70518)}",5,Weekdays from 7 AM - 9 PM,2080,East Haven Dr SB ,40,2020-03-16T13:00:00,46,20.0
11164,34 Deerfield Road,WB,2023-02-24T10:00:00,31,"{'type': 'Point', 'coordinates': (-79.256511, 43.744613)}",20,Weekdays from 7 AM - 9 PM,483,Deerfield Rd WB ,30,2018-11-21T15:00:00,36,21.0
11165,18 Thatcher Avenue,SB,,51,"{'type': 'Point', 'coordinates': (-79.239512, 43.715877)}",30,Weekdays from 7 AM - 9 PM,2089,Brimley Rd S SB ,50,2020-03-18T00:00:00,56,20.0
11166,736 Kingston Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.295103, 43.679617)}",5,Weekdays from 7 AM - 9 PM,2223,Kingston Rd EB ,40,2020-06-30T08:00:00,46,19.0
11167,294 Blantyre Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.283466, 43.686021)}",5,Weekdays from 7 AM - 9 PM,2092,Blantyre Ave SB ,40,2020-03-18T09:00:00,46,20.0
11168,KEMPFORD BLVD 90M W/OF YONGE ST,WB,,41,"{'type': 'Point', 'coordinates': (-79.416040982618, 43.776742169518)}",5,Weekdays from 7 AM - 9 PM,2852,KEMPFORD BLVD WB ,40,2022-02-28T14:00:00,46,18.0
11169,1434 Sheppard Avenue West,EB,2022-07-08T07:00:00,51,"{'type': 'Point', 'coordinates': (-79.489981, 43.744064)}",30,Weekdays from 7 AM - 9 PM,924,Sheppard Ave W EB ,50,2020-01-17T11:00:00,56,6.0
11170,194 Doris Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.410235, 43.768329)}",20,Weekdays from 7 AM - 9 PM,2034,Doris Ave SB ,30,2020-03-10T00:00:00,36,18.0
11171,194 Doris Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.410235, 43.768329)}",20,Weekdays from 7 AM - 9 PM,502,Princess Ave SB ,30,2019-03-12T06:00:00,36,18.0
11172,50 Hounslow Avenue  ,,2023-02-04T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.4169505091279, 43.7756900469366)}",30,Weekdays from 7 AM - 9 PM,302,Beecroft ,40,2016-01-01T00:00:00,46,18.0
11173,6 Lofty Hillway,EB,,31,"{'type': 'Point', 'coordinates': (-79.358101, 43.809497)}",20,Weekdays from 7 AM - 9 PM,681,Freshmeadow Dr EB ,30,2019-04-24T09:00:00,36,17.0
11174,Denton Ave 20m E of Wanstead,EB,,41,"{'type': 'Point', 'coordinates': (-79.282647, 43.694257)}",5,Weekdays from 7 AM - 9 PM,2656,DENTON AVE EB ,40,2021-04-07T10:00:00,46,20.0
11175,DANFORTH RD 80M E/OF HUNTINGTON AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.252082523155, 43.728436132779)}",30,Weekdays from 7 AM - 9 PM,2862,DANFORTH RD NB ,50,2022-03-01T08:00:00,56,20.0
11176,DENLOW BLVD 79M E/OF HAMLET GT,WB,,41,"{'type': 'Point', 'coordinates': (-79.363154, 43.745513)}",5,Weekdays from 7 AM - 9 PM,2909,DENLOW BLVD WB ,40,2022-03-28T10:00:00,46,15.0
11177,KENNEDY RD 52M S/OF TRANSWAY CRES,SB,,51,"{'type': 'Point', 'coordinates': (-79.267448477982, 43.730730491898)}",30,Weekdays from 7 AM - 9 PM,2886,KENNEDY RD SB ,50,2022-03-11T16:00:00,56,20.0
11178,38 Langstaff Road East,EB,2020-05-07T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.4232815508815, 43.8363010847844)}",30,Weekdays from 12 AM,2076,Chapman Ave EB ,40,2020-05-06T10:00:00,46,
11179,KENNEDY RD 169M N/OF MERRIAN DR,NB,,51,"{'type': 'Point', 'coordinates': (-79.266452907565, 43.728915644381)}",30,Weekdays from 7 AM - 9 PM,2889,KENNEDY RD NB ,50,2022-03-11T15:00:00,56,20.0
11180,30 Pollard Street,NB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.3913525347661, 43.8486821052893)}",5,Weekdays from 7 AM - 9 PM,2546,Maniza Rd NB ,40,2020-12-15T11:00:00,46,
11181,DANFORTH AVE 293M E/OF BIRCHMOUNT RD,WB,,51,"{'type': 'Point', 'coordinates': (-79.260828167538, 43.698382925824)}",30,Weekdays from 7 AM - 9 PM,2890,DANFORTH RD WB ,50,2022-03-11T15:00:00,56,20.0
11182,84 Green Ash Crescent,WB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.411951900002, 43.8504152431174)}",5,Weekdays from 7 AM - 9 PM,2548,Derrydown Rd WB c - ,40,2020-12-16T09:00:00,46,
11183,287 Blantyre Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.282727, 43.68464900000001)}",5,Weekdays from 7 AM - 9 PM,2094,Blantyre Ave NB ,40,2020-03-18T10:00:00,46,20.0
11184,92 Denton Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.28004, 43.694928)}",5,Weekdays from 7 AM - 9 PM,2385,Denton Ave WB ,40,2020-09-25T13:00:00,46,20.0
11185,DANFORTH AVE 283 M E/OF BIRCHMOUNT RD,EB,,51,"{'type': 'Point', 'coordinates': (-79.260776960395, 43.698048907054)}",30,Weekdays from 7 AM - 9 PM,2891,DANFORTH RD EB ,50,2022-03-11T15:00:00,56,20.0
11186,285 Donlands Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.340684, 43.688903)}",20,Weekdays from 7 AM - 9 PM,187,Donlands Ave NB ,30,2019-01-03T14:00:00,36,14.0
11187,BIRCHMOUNT RD 18M S/OF PINEGROVE AVE,SB,,41,"{'type': 'Point', 'coordinates': (-79.264493122731, 43.69796529811)}",5,Weekdays from 7 AM - 9 PM,2892,BIRCHMOUNT RD SB ,40,2022-03-11T15:00:00,46,20.0
11188,641/643 WARDEN AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.275819, 43.699818)}",30,Weekdays from 7 AM - 9 PM,2901,WARDEN AVE NB ,50,2022-03-04T14:00:00,56,20.0
11189,20 Haileybury Drive,SB,,31,"{'type': 'Point', 'coordinates': (-79.258583, 43.745195)}",20,Weekdays from 7 AM - 9 PM,108,Haileybury Dr SB ,30,2018-11-21T15:00:00,36,21.0
11190,116 Lord Roberts Drive,NB,,31,"{'type': 'Point', 'coordinates': (-79.26455800000001, 43.739143)}",20,Weekdays from 7 AM - 9 PM,258,Lord Roberts Dr NB ,30,2019-04-03T09:00:00,36,21.0
11191,35 Sheldonbury Crescent,NB,,31,"{'type': 'Point', 'coordinates': (-79.317993, 43.787959)}",20,Weekdays from 7 AM - 9 PM,10,Sheldonbury Cres NB ,30,2019-04-03T08:00:00,36,22.0
11192,OPP 381 OSSINGTON AVE,SB,2023-02-08T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.422179762275, 43.65280690981)}",5,Weekdays from 7 AM - 9 PM,2827,OSSINGTON AVE SB ,40,2022-01-28T15:00:00,46,9.0
11193,1 Annabelle Drive,NB,2023-02-27T03:00:00,51,"{'type': 'Point', 'coordinates': (-79.585995, 43.751632)}",30,Weekdays from 7 AM - 9 PM,885,Kipling Ave NB ,50,2019-12-17T11:00:00,56,1.0
11194,"1, Promenade Circle",,2021-07-10T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451754902607, 43.808873673952)}",30,Weekdays from 7 AM - 9 PM,2803,D121 - ,40,2022-01-11T00:00:00,46,
11195,"1, Promenade Circle",,2021-07-19T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.452077350683, 43.808588757969)}",20,Weekdays from 7 AM - 9 PM,2805,D119 - ,30,2022-01-11T00:00:00,36,
11196,25 Seminole Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.250287, 43.745433)}",20,Weekdays from 7 AM - 9 PM,278,Seminole Ave EB ,30,2019-03-07T08:00:00,36,21.0
11197,45 Wainfleet Road,WB,,31,"{'type': 'Point', 'coordinates': (-79.263302, 43.739535)}",20,Weekdays from 7 AM - 9 PM,420,Wainfleet Rd WB ,30,2019-04-16T09:00:00,36,21.0
11198,22 Marcos Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.261488, 43.746521)}",20,Weekdays from 7 AM - 9 PM,498,Marcos Blvd EB ,30,2018-11-21T15:00:00,36,21.0
11199,"1, Promenade Circle",,2021-05-03T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451634274044, 43.809001858545)}",5,Weekdays from 7 AM - 9 PM,2815,D22 - ,40,2022-01-27T00:00:00,46,
11200,"1, Promenade Circle",,2021-06-26T02:00:00,51,"{'type': 'Point', 'coordinates': (-79.452242780519, 43.808950132437)}",30,Weekdays from 7 AM - 9 PM,2816,D - ,50,2022-01-28T00:00:00,56,
11201,"1, Promenade Circle",,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.451635965118, 43.809244280307)}",20,Weekdays from 7 AM - 9 PM,2817,D - ,30,2022-01-28T00:00:00,36,
11202,"1, Promenade Circle",,2021-05-03T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451634274044, 43.809001858545)}",5,Weekdays from 7 AM - 9 PM,2818,D - ,40,2022-01-28T00:00:00,46,
11203,"1, Promenade Circle",,2021-04-19T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.452326080962, 43.808879111751)}",5,Weekdays from 7 AM - 9 PM,2819,D - ,40,2022-01-28T00:00:00,46,
11204,"1, Promenade Circle",,2020-07-08T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.45178871978601, 43.80912090599)}",20,Weekdays from 7 AM - 9 PM,2820,D - ,30,2022-01-28T00:00:00,36,
11205,"1, Promenade Circle",,2021-08-10T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.451508012601, 43.809111807969)}",5,Weekdays from 7 AM - 9 PM,2821,D - ,40,2022-01-28T00:00:00,46,
11206,"1, Promenade Circle",,2019-10-11T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.452506604737, 43.80895885101)}",20,Weekdays from 7 AM - 9 PM,2822,D - ,30,2022-01-28T00:00:00,36,
11207,47 Brimorton Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.255451, 43.765978)}",30,Weekdays from 7 AM - 9 PM,592,Brimorton Dr EB ,40,2019-03-20T07:00:00,46,21.0
11208,"1, Promenade Circle",,2021-08-26T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.452251466782, 43.808701712784)}",5,Weekdays from 7 AM - 9 PM,2825,D - ,40,2022-01-28T00:00:00,46,
11209,"1, Promenade Circle",,2020-10-12T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.452247041651, 43.809174342486)}",30,Weekdays from 12 AM,2826,D - ,40,2022-01-28T00:00:00,46,
11210,"1, Promenade Circle",,2021-08-15T18:00:00,61,"{'type': 'Point', 'coordinates': (-79.451885930206, 43.809260042646)}",30,Weekdays from 7 AM - 9 PM,2828,D - ,60,2022-01-28T00:00:00,66,
11211,70 Brimorton Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.253607, 43.766046)}",30,Weekdays from 7 AM - 9 PM,651,Brimorton Dr WB ,40,2019-03-20T07:00:00,46,21.0
11212,"1, Promenade Circle",,2021-07-19T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.452077350683, 43.808588757969)}",20,Weekdays from 7 AM - 9 PM,2830,D - ,30,2022-01-28T00:00:00,36,
11213,"1, Promenade Circle",,2021-03-19T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.452317512972, 43.809121961189)}",5,Weekdays from 7 AM - 9 PM,2831,D - ,40,2022-01-28T00:00:00,46,
11214,"1, Promenade Circle",,2020-09-23T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.452408245199, 43.808821221973)}",20,Weekdays from 7 AM - 9 PM,2832,D - ,30,2022-01-28T00:00:00,36,
11215,"1, Promenade Circle",,2021-07-10T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451754902607, 43.808873673952)}",30,Weekdays from 7 AM - 9 PM,2834,D - ,40,2022-01-28T00:00:00,46,
11216,"1, Promenade Circle",,2021-01-25T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.45237453431, 43.80907732112)}",30,Weekdays from 7 AM - 9 PM,2835,D - ,40,2022-01-28T00:00:00,46,
11217,"1, Promenade Circle",,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.452079049255, 43.809118742823)}",5,Weekdays from 7 AM - 9 PM,2824,D - ,40,2022-01-28T00:00:00,46,
11218,404 Rogers Road,EB,2023-02-05T16:00:00,31,"{'type': 'Point', 'coordinates': (-79.461346, 43.683223)}",20,Weekdays from 7 AM - 9 PM,383,Rogers Rd EB ,30,2017-12-13T15:00:00,36,9.0
11219,Between 69-71 Golfdown Dr,EB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.556036, 43.721972)}",5,Weekdays from 7 AM - 9 PM,2645,GOLFDOWN DR EB ,40,2021-03-24T13:00:00,46,1.0
11220,90 Manhattan Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.294393, 43.752846)}",5,Weekdays from 7 AM - 9 PM,2572,Manhattan Dr WB ,40,2020-12-22T09:00:00,46,21.0
11221,1221 College Street,EB,2023-02-22T15:00:00,41,"{'type': 'Point', 'coordinates': (-79.43711, 43.651627)}",30,Weekdays from 7 AM - 9 PM,164,College St EB ,40,2018-01-22T12:00:00,46,9.0
11222,Between 16-18 Golfdown Dr,WB,2021-04-19T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.55076, 43.723306)}",5,Weekdays from 7 AM - 9 PM,2653,GOLFDOWN DR WB ,40,2021-03-25T08:00:00,46,1.0
11223,330 Wilmington Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.460165, 43.768567)}",20,Weekdays from 7 AM - 9 PM,555,Wilmington Ave SB ,30,2018-01-16T15:00:00,36,6.0
11224,CORNWALLIS DR 44M W/OF ELLENDALE DR,WB,,41,"{'type': 'Point', 'coordinates': (-79.277573, 43.751603)}",5,Weekdays from 7 AM - 9 PM,2879,CORNWALLIS DR WB ,40,2022-02-11T12:00:00,46,21.0
11225,138 Canongate Trail,NB,,31,"{'type': 'Point', 'coordinates': (-79.30706, 43.819027)}",20,Weekdays from 7 AM - 9 PM,3,Canongate Trl NB ,30,2018-10-18T08:00:00,36,22.0
11226,193 Silver Springs Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.300949, 43.803387)}",20,Weekdays from 7 AM - 9 PM,32,Silver Spring Blvd SB ,30,2019-03-11T07:00:00,36,22.0
11227,281 Silver Springs Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.303311, 43.806289)}",20,Weekdays from 7 AM - 9 PM,42,Silver Spring Blvd NB ,30,2019-03-11T07:00:00,36,22.0
11228,19 Lockie Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.282093, 43.788382)}",20,Weekdays from 7 AM - 9 PM,47,Lockie Ave EB ,30,2019-03-11T07:00:00,36,22.0
11229,43 Collingsbrook Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.319936, 43.788924)}",20,Weekdays from 7 AM - 9 PM,105,Collingsbrook BLVD WB ,30,2019-04-03T08:00:00,36,22.0
11230,47 Ludstone Drive,WB,2021-01-27T04:00:00,41,"{'type': 'Point', 'coordinates': (-79.564194, 43.691561)}",5,Weekdays from 7 AM - 9 PM,2402,Ludstone Dr WB ,40,2020-10-09T13:00:00,46,2.0
11231,121 Canongate Trail,SB,,31,"{'type': 'Point', 'coordinates': (-79.307786, 43.820196)}",20,Weekdays from 7 AM - 9 PM,170,Canongate Trl SB ,30,2018-10-18T08:00:00,36,22.0
11232,9 Brantford Drive,SB,,61,"{'type': 'Point', 'coordinates': (-79.323969, 43.790157)}",30,Weekdays from 7 AM - 9 PM,208,Corinthian Blvd SB ,60,2019-03-20T07:00:00,66,22.0
11233,22 Trehorne Drive,WB,2020-10-22T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.531708, 43.69015100000001)}",5,Weekdays from 7 AM - 9 PM,2409,Trehorne Dr WB - c ,40,2020-10-21T09:00:00,46,2.0
11234,22 Trehorne Drive,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.531708, 43.69015100000001)}",5,Weekdays from 7 AM - 9 PM,2410,Trehorne Dr WB - ,40,2020-10-22T00:00:00,46,2.0
11235,163 Wintermute Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.318072, 43.81681)}",20,Weekdays from 7 AM - 9 PM,243,Wintermute Blvd SB ,30,2019-04-12T10:00:00,36,22.0
11236,381 The Westway,EB,2022-01-25T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.563327, 43.684154)}",5,Weekdays from 7 AM - 9 PM,2437,The Westway EB ,40,2020-10-28T12:00:00,46,2.0
11237,6 Leafield Drive,WB,,51,"{'type': 'Point', 'coordinates': (-79.324421, 43.780687)}",30,Weekdays from 7 AM - 9 PM,276,Huntingwood Ave WB ,50,2018-11-21T15:00:00,56,22.0
11238,194 Wintermute Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.316886, 43.815815)}",20,Weekdays from 7 AM - 9 PM,305,Wintermute Blvd NB ,30,2019-04-12T10:00:00,36,22.0
11239,27 Fallingbrooke Court,WB,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.574726, 43.655197)}",5,Weekdays from 7 AM - 9 PM,2643,WELLESWORTH DR WB ,40,2021-03-09T13:00:00,46,2.0
11240,82 Fundy Bay Boulevard,WB,,31,"{'type': 'Point', 'coordinates': (-79.315901, 43.809105)}",20,Weekdays from 7 AM - 9 PM,318,Fundy Bay Blvd WB ,30,2019-03-20T06:00:00,36,22.0
11241,50 Collingsbrook Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.31810000000002, 43.788587)}",20,Weekdays from 7 AM - 9 PM,414,Collingsbrook Blvd EB ,30,2019-04-03T08:00:00,36,22.0
11242,2751 Victoria Park Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.324874, 43.77947)}",20,Weekdays from 7 AM - 9 PM,476,Victorial Park Ave NB ,30,2018-11-21T15:00:00,36,22.0
11243,143 Fundy Bay Boulevard,EB,,31,"{'type': 'Point', 'coordinates': (-79.318288, 43.808725)}",20,Weekdays from 7 AM - 9 PM,622,Fundy Bay Blvd EB ,30,2019-01-04T12:00:00,36,22.0
